Date	Price	Open	High	Low	Vol.	Change %
"Oct 16, 2014"	"6,195.91"	"6,211.64"	"6,282.95"	"6,072.68"	1.70B	-0.25
"Oct 15, 2014"	"6,211.64"	"6,392.68"	"6,404.96"	"6,211.64"	1.14B	-2.83
"Oct 14, 2014"	"6,392.68"	"6,366.24"	"6,403.43"	"6,304.27"	830.85M	0.42
"Oct 13, 2014"	"6,366.24"	"6,339.97"	"6,387.36"	"6,294.64"	846.37M	0.41
"Oct 10, 2014"	"6,339.97"	"6,431.85"	"6,431.85"	"6,328.39"	893.11M	-1.43
"Oct 09, 2014"	"6,431.85"	"6,482.24"	"6,544.21"	"6,425.16"	864.39M	-0.78
"Oct 08, 2014"	"6,482.24"	"6,495.58"	"6,502.36"	"6,453.81"	822.97M	-0.21
"Oct 07, 2014"	"6,495.58"	"6,563.65"	"6,563.84"	"6,495.58"	858.00M	-1.04
"Oct 06, 2014"	"6,563.65"	"6,527.91"	"6,588.31"	"6,527.91"	722.22M	0.55
"Oct 03, 2014"	"6,527.91"	"6,446.39"	"6,542.87"	"6,446.39"	750.61M	1.26
"Oct 02, 2014"	"6,446.39"	"6,557.52"	"6,557.67"	"6,446.39"	805.72M	-1.69
"Oct 01, 2014"	"6,557.52"	"6,622.72"	"6,622.81"	"6,539.73"	789.71M	-0.98
"Sep 30, 2014"	"6,622.72"	"6,646.60"	"6,658.91"	"6,601.62"	882.27M	-0.36
"Sep 29, 2014"	"6,646.60"	"6,649.39"	"6,653.94"	"6,608.66"	564.79M	-0.04
"Sep 26, 2014"	"6,649.39"	"6,639.71"	"6,664.00"	"6,615.12"	588.72M	0.15
"Sep 25, 2014"	"6,639.71"	"6,706.27"	"6,726.40"	"6,621.48"	927.83M	-0.99
"Sep 24, 2014"	"6,706.27"	"6,676.08"	"6,707.26"	"6,651.98"	793.65M	0.45
"Sep 23, 2014"	"6,676.08"	"6,773.63"	"6,777.27"	"6,647.21"	762.69M	-1.44
"Sep 22, 2014"	"6,773.63"	"6,837.92"	"6,838.35"	"6,766.89"	674.06M	-0.94
"Sep 19, 2014"	"6,837.92"	"6,819.29"	"6,876.00"	"6,819.29"	1.54B	0.27
"Sep 18, 2014"	"6,819.29"	"6,780.90"	"6,822.60"	"6,769.58"	644.48M	0.57
"Sep 17, 2014"	"6,780.90"	"6,792.24"	"6,816.89"	"6,780.90"	596.03M	-0.17
"Sep 16, 2014"	"6,792.24"	"6,804.21"	"6,804.34"	"6,748.09"	592.89M	-0.18
"Sep 15, 2014"	"6,804.21"	"6,806.96"	"6,813.87"	"6,771.69"	529.23M	-0.04
"Sep 12, 2014"	"6,806.96"	"6,799.62"	"6,832.16"	"6,799.39"	552.97M	0.11
"Sep 11, 2014"	"6,799.62"	"6,830.11"	"6,857.54"	"6,764.86"	648.02M	-0.45
"Sep 10, 2014"	"6,830.11"	"6,829.00"	"6,847.79"	"6,800.04"	585.61M	0.02
"Sep 09, 2014"	"6,829.00"	"6,834.77"	"6,846.18"	"6,812.50"	580.80M	-0.08
"Sep 08, 2014"	"6,834.77"	"6,855.10"	"6,855.10"	"6,773.78"	752.27M	-0.3
"Sep 05, 2014"	"6,855.10"	"6,877.97"	"6,884.96"	"6,829.10"	596.55M	-0.33
"Sep 04, 2014"	"6,877.97"	"6,873.58"	"6,904.86"	"6,866.25"	688.90M	0.06
"Sep 03, 2014"	"6,873.58"	"6,829.17"	"6,898.62"	"6,826.73"	674.90M	0.65
"Sep 02, 2014"	"6,829.17"	"6,825.31"	"6,849.28"	"6,812.31"	820.23M	0.06
"Sep 01, 2014"	"6,825.31"	"6,819.75"	"6,825.31"	"6,798.33"	404.27M	0.08
"Aug 29, 2014"	"6,819.75"	"6,805.80"	"6,828.92"	"6,782.63"	720.98M	0.2
"Aug 28, 2014"	"6,805.80"	"6,830.66"	"6,831.19"	"6,796.86"	498.07M	-0.36
"Aug 27, 2014"	"6,830.66"	"6,822.76"	"6,830.66"	"6,813.24"	481.23M	0.12
"Aug 26, 2014"	"6,822.76"	"6,775.25"	"6,827.32"	"6,775.25"	538.32M	0.7
"Aug 22, 2014"	"6,775.25"	"6,777.66"	"6,784.63"	"6,746.37"	571.52M	-0.04
"Aug 21, 2014"	"6,777.66"	"6,755.48"	"6,780.73"	"6,752.70"	423.43M	0.33
"Aug 20, 2014"	"6,755.48"	"6,779.31"	"6,781.23"	"6,739.76"	466.21M	-0.35
"Aug 19, 2014"	"6,779.31"	"6,741.25"	"6,782.90"	"6,740.65"	459.71M	0.56
"Aug 18, 2014"	"6,741.25"	"6,689.08"	"6,745.72"	"6,689.08"	413.05M	0.78
"Aug 15, 2014"	"6,689.08"	"6,685.26"	"6,742.82"	"6,685.25"	545.28M	0.06
"Aug 14, 2014"	"6,685.26"	"6,656.68"	"6,694.64"	"6,641.81"	512.93M	0.43
"Aug 13, 2014"	"6,656.68"	"6,632.42"	"6,664.34"	"6,625.98"	527.73M	0.37
"Aug 12, 2014"	"6,632.42"	"6,632.82"	"6,643.70"	"6,612.52"	448.28M	-0.01
"Aug 11, 2014"	"6,632.82"	"6,567.36"	"6,645.83"	"6,567.36"	494.37M	1
"Aug 08, 2014"	"6,567.36"	"6,597.37"	"6,597.37"	"6,528.73"	645.42M	-0.45
"Aug 07, 2014"	"6,597.37"	"6,636.16"	"6,649.05"	"6,589.78"	565.63M	-0.58
"Aug 06, 2014"	"6,636.16"	"6,682.48"	"6,682.48"	"6,588.43"	803.80M	-0.69
"Aug 05, 2014"	"6,682.48"	"6,677.52"	"6,713.52"	"6,671.46"	512.85M	0.07
"Aug 04, 2014"	"6,677.52"	"6,679.18"	"6,715.56"	"6,669.93"	522.83M	-0.02
"Aug 01, 2014"	"6,679.18"	"6,730.11"	"6,730.11"	"6,624.72"	695.02M	-0.76
"Jul 31, 2014"	"6,730.11"	"6,773.44"	"6,797.09"	"6,716.29"	919.87M	-0.64
"Jul 30, 2014"	"6,773.44"	"6,807.75"	"6,815.29"	"6,758.24"	692.78M	-0.5
"Jul 29, 2014"	"6,807.75"	"6,788.07"	"6,833.67"	"6,784.04"	527.06M	0.29
"Jul 28, 2014"	"6,788.07"	"6,791.55"	"6,809.61"	"6,761.77"	528.42M	-0.05
"Jul 25, 2014"	"6,791.55"	"6,821.46"	"6,830.77"	"6,780.65"	661.62M	-0.44
"Jul 24, 2014"	"6,821.46"	"6,798.15"	"6,821.46"	"6,767.33"	541.59M	0.34
"Jul 23, 2014"	"6,798.15"	"6,795.34"	"6,822.65"	"6,773.11"	588.95M	0.04
"Jul 22, 2014"	"6,795.34"	"6,728.44"	"6,801.84"	"6,728.44"	537.78M	0.99
"Jul 21, 2014"	"6,728.44"	"6,749.45"	"6,753.42"	"6,715.78"	470.70M	-0.31
"Jul 18, 2014"	"6,749.45"	"6,738.32"	"6,749.89"	"6,690.90"	584.83M	0.17
"Jul 17, 2014"	"6,738.32"	"6,784.67"	"6,784.67"	"6,727.71"	631.29M	-0.68
"Jul 16, 2014"	"6,784.67"	"6,710.45"	"6,792.55"	"6,710.45"	610.71M	1.11
"Jul 15, 2014"	"6,710.45"	"6,746.14"	"6,764.00"	"6,709.15"	604.33M	-0.53
"Jul 14, 2014"	"6,746.14"	"6,690.17"	"6,760.73"	"6,690.17"	468.49M	0.84
"Jul 11, 2014"	"6,690.17"	"6,672.37"	"6,696.10"	"6,663.67"	533.17M	0.27
"Jul 10, 2014"	"6,672.37"	"6,718.04"	"6,724.80"	"6,643.62"	764.87M	-0.68
"Jul 09, 2014"	"6,718.04"	"6,738.45"	"6,740.82"	"6,692.77"	601.51M	-0.3
"Jul 08, 2014"	"6,738.45"	"6,823.51"	"6,831.02"	"6,738.45"	660.68M	-1.25
"Jul 07, 2014"	"6,823.51"	"6,866.05"	"6,866.37"	"6,817.60"	387.94M	-0.62
"Jul 04, 2014"	"6,866.05"	"6,865.21"	"6,875.31"	"6,856.35"	329.36M	0.01
"Jul 03, 2014"	"6,865.21"	"6,816.37"	"6,866.56"	"6,815.45"	523.96M	0.72
"Jul 02, 2014"	"6,816.37"	"6,802.92"	"6,829.49"	"6,796.61"	479.50M	0.2
"Jul 01, 2014"	"6,802.92"	"6,743.94"	"6,805.90"	"6,743.94"	513.05M	0.87
"Jun 30, 2014"	"6,743.94"	"6,757.77"	"6,777.11"	"6,730.45"	614.34M	-0.2
"Jun 27, 2014"	"6,757.77"	"6,735.12"	"6,767.63"	"6,735.12"	516.99M	0.34
"Jun 26, 2014"	"6,735.12"	"6,733.62"	"6,753.25"	"6,701.59"	902.55M	0.02
"Jun 25, 2014"	"6,733.62"	"6,787.07"	"6,787.07"	"6,716.35"	585.45M	-0.79
"Jun 24, 2014"	"6,787.07"	"6,800.56"	"6,824.45"	"6,776.80"	570.13M	-0.2
"Jun 23, 2014"	"6,800.56"	"6,825.20"	"6,829.76"	"6,785.83"	466.64M	-0.36
"Jun 20, 2014"	"6,825.20"	"6,808.11"	"6,840.62"	"6,791.20"	1.02B	0.25
"Jun 19, 2014"	"6,808.11"	"6,778.56"	"6,837.57"	"6,778.56"	563.40M	0.44
"Jun 18, 2014"	"6,778.56"	"6,766.77"	"6,799.59"	"6,766.77"	511.30M	0.17
"Jun 17, 2014"	"6,766.77"	"6,754.64"	"6,774.87"	"6,736.11"	572.51M	0.18
"Jun 16, 2014"	"6,754.64"	"6,777.85"	"6,779.40"	"6,748.04"	568.44M	-0.34
"Jun 13, 2014"	"6,777.85"	"6,843.11"	"6,843.11"	"6,758.15"	640.61M	-0.95
"Jun 12, 2014"	"6,843.11"	"6,838.87"	"6,853.18"	"6,827.03"	527.38M	0.06
"Jun 11, 2014"	"6,838.87"	"6,873.55"	"6,873.55"	"6,825.24"	675.33M	-0.5
"Jun 10, 2014"	"6,873.55"	"6,875.00"	"6,875.24"	"6,835.80"	534.39M	-0.02
"Jun 09, 2014"	"6,875.00"	"6,858.21"	"6,878.96"	"6,857.70"	388.13M	0.24
"Jun 06, 2014"	"6,858.21"	"6,813.49"	"6,862.91"	"6,813.49"	766.31M	0.66
"Jun 05, 2014"	"6,813.49"	"6,818.63"	"6,847.00"	"6,795.27"	626.57M	-0.08
"Jun 04, 2014"	"6,818.63"	"6,836.30"	"6,840.60"	"6,800.10"	560.72M	-0.26
"Jun 03, 2014"	"6,836.30"	"6,864.10"	"6,865.38"	"6,817.96"	504.99M	-0.41
"Jun 02, 2014"	"6,864.10"	"6,844.51"	"6,874.38"	"6,844.51"	573.72M	0.29
"May 30, 2014"	"6,844.51"	"6,871.29"	"6,874.33"	"6,831.99"	1.17B	-0.39
"May 29, 2014"	"6,871.29"	"6,851.22"	"6,882.14"	"6,848.06"	403.37M	0.29
"May 28, 2014"	"6,851.22"	"6,844.94"	"6,855.83"	"6,833.61"	577.49M	0.09
"May 27, 2014"	"6,844.94"	"6,815.75"	"6,857.10"	"6,815.37"	585.49M	0.43
"May 23, 2014"	"6,815.75"	"6,820.56"	"6,825.53"	"6,793.47"	485.85M	-0.07
"May 22, 2014"	"6,820.56"	"6,821.04"	"6,846.57"	"6,810.19"	564.13M	-0.01
"May 21, 2014"	"6,821.04"	"6,802.00"	"6,821.04"	"6,782.80"	733.75M	0.28
"May 20, 2014"	"6,802.00"	"6,844.55"	"6,848.36"	"6,792.51"	680.77M	-0.62
"May 19, 2014"	"6,844.55"	"6,855.81"	"6,862.20"	"6,804.31"	744.48M	-0.16
"May 16, 2014"	"6,855.81"	"6,840.89"	"6,855.94"	"6,813.50"	985.98M	0.22
"May 15, 2014"	"6,840.89"	"6,878.49"	"6,894.88"	"6,821.66"	896.97M	-0.55
"May 14, 2014"	"6,878.49"	"6,873.08"	"6,880.07"	"6,854.02"	529.68M	0.08
"May 13, 2014"	"6,873.08"	"6,851.75"	"6,877.39"	"6,845.95"	631.55M	0.31
"May 12, 2014"	"6,851.75"	"6,814.57"	"6,851.75"	"6,814.57"	565.08M	0.55
"May 09, 2014"	"6,814.57"	"6,839.25"	"6,839.42"	"6,805.39"	617.68M	-0.36
"May 08, 2014"	"6,839.25"	"6,796.44"	"6,840.37"	"6,796.44"	818.48M	0.63
"May 07, 2014"	"6,796.44"	"6,798.56"	"6,799.34"	"6,766.84"	768.89M	-0.03
"May 06, 2014"	"6,798.56"	"6,822.42"	"6,828.62"	"6,785.32"	732.62M	-0.35
"May 02, 2014"	"6,822.42"	"6,808.87"	"6,838.17"	"6,798.61"	746.45M	0.2
"May 01, 2014"	"6,808.87"	"6,780.03"	"6,811.64"	"6,773.69"	648.19M	0.43
"Apr 30, 2014"	"6,780.03"	"6,769.91"	"6,794.88"	"6,748.76"	773.11M	0.15
"Apr 29, 2014"	"6,769.91"	"6,700.16"	"6,769.91"	"6,700.10"	674.49M	1.04
"Apr 28, 2014"	"6,700.16"	"6,685.69"	"6,720.33"	"6,682.90"	652.39M	0.22
"Apr 25, 2014"	"6,685.69"	"6,702.85"	"6,704.37"	"6,657.30"	578.70M	-0.26
"Apr 24, 2014"	"6,703.00"	"6,674.74"	"6,724.58"	"6,667.65"	616.11M	0.42
"Apr 23, 2014"	"6,674.74"	"6,681.76"	"6,694.82"	"6,661.42"	637.85M	-0.11
"Apr 22, 2014"	"6,681.76"	"6,625.25"	"6,706.19"	"6,625.25"	840.73M	0.85
"Apr 17, 2014"	"6,625.25"	"6,584.17"	"6,627.25"	"6,559.35"	842.35M	0.62
"Apr 16, 2014"	"6,584.17"	"6,541.61"	"6,596.99"	"6,541.61"	686.34M	0.65
"Apr 15, 2014"	"6,541.61"	"6,583.76"	"6,594.24"	"6,534.20"	858.94M	-0.64
"Apr 14, 2014"	"6,583.76"	"6,561.70"	"6,583.76"	"6,507.08"	979.65M	0.34
"Apr 11, 2014"	"6,561.70"	"6,641.97"	"6,641.97"	"6,538.75"	817.95M	-1.21
"Apr 10, 2014"	"6,641.97"	"6,635.61"	"6,688.28"	"6,620.39"	670.60M	0.1
"Apr 09, 2014"	"6,635.61"	"6,590.69"	"6,654.05"	"6,590.41"	758.99M	0.68
"Apr 08, 2014"	"6,590.69"	"6,622.84"	"6,625.19"	"6,549.75"	1.06B	-0.49
"Apr 07, 2014"	"6,622.84"	"6,695.55"	"6,695.55"	"6,614.73"	666.07M	-1.09
"Apr 04, 2014"	"6,695.55"	"6,649.14"	"6,706.34"	"6,649.14"	876.23M	0.7
"Apr 03, 2014"	"6,649.14"	"6,659.04"	"6,680.78"	"6,638.52"	670.68M	-0.15
"Apr 02, 2014"	"6,659.04"	"6,652.61"	"6,672.73"	"6,639.63"	971.88M	0.1
"Apr 01, 2014"	"6,652.61"	"6,598.37"	"6,660.27"	"6,598.37"	853.49M	0.82
"Mar 31, 2014"	"6,598.37"	"6,615.58"	"6,658.40"	"6,583.09"	867.82M	-0.26
"Mar 28, 2014"	"6,615.58"	"6,588.32"	"6,631.48"	"6,585.73"	1.00B	0.41
"Mar 27, 2014"	"6,588.32"	"6,605.30"	"6,605.30"	"6,561.39"	850.23M	-0.26
"Mar 26, 2014"	"6,605.30"	"6,604.89"	"6,643.58"	"6,601.78"	1.43B	0.01
"Mar 25, 2014"	"6,604.89"	"6,520.39"	"6,604.89"	"6,520.39"	674.29M	1.3
"Mar 24, 2014"	"6,520.39"	"6,557.17"	"6,568.96"	"6,506.42"	762.85M	-0.56
"Mar 21, 2014"	"6,557.17"	"6,542.44"	"6,572.09"	"6,537.89"	1.50B	0.23
"Mar 20, 2014"	"6,542.44"	"6,573.13"	"6,573.13"	"6,492.62"	795.07M	-0.47
"Mar 19, 2014"	"6,573.13"	"6,605.28"	"6,609.46"	"6,566.85"	1.05B	-0.49
"Mar 18, 2014"	"6,605.28"	"6,568.35"	"6,628.20"	"6,534.86"	723.56M	0.56
"Mar 17, 2014"	"6,568.35"	"6,527.89"	"6,592.37"	"6,527.87"	692.71M	0.62
"Mar 14, 2014"	"6,527.89"	"6,553.78"	"6,553.78"	"6,500.37"	847.30M	-0.4
"Mar 13, 2014"	"6,553.78"	"6,620.90"	"6,631.38"	"6,552.46"	894.84M	-1.01
"Mar 12, 2014"	"6,620.90"	"6,685.52"	"6,685.52"	"6,598.36"	891.94M	-0.97
"Mar 11, 2014"	"6,685.52"	"6,689.45"	"6,718.30"	"6,660.59"	868.65M	-0.06
"Mar 10, 2014"	"6,689.45"	"6,712.67"	"6,757.00"	"6,671.62"	820.42M	-0.35
"Mar 07, 2014"	"6,712.67"	"6,788.49"	"6,800.66"	"6,706.38"	793.75M	-1.12
"Mar 06, 2014"	"6,788.49"	"6,775.42"	"6,806.62"	"6,770.95"	664.69M	0.19
"Mar 05, 2014"	"6,775.42"	"6,823.77"	"6,824.16"	"6,771.50"	623.86M	-0.71
"Mar 04, 2014"	"6,823.77"	"6,708.35"	"6,827.22"	"6,708.35"	734.14M	1.72
"Mar 03, 2014"	"6,708.35"	"6,809.70"	"6,809.70"	"6,671.89"	829.08M	-1.49
"Feb 28, 2014"	"6,809.70"	"6,810.27"	"6,833.82"	"6,785.54"	924.58M	-0.01
"Feb 27, 2014"	"6,810.27"	"6,799.15"	"6,819.24"	"6,733.54"	845.70M	0.16
"Feb 26, 2014"	"6,799.15"	"6,830.50"	"6,834.09"	"6,785.28"	739.00M	-0.46
"Feb 25, 2014"	"6,830.50"	"6,862.73"	"6,866.35"	"6,790.93"	1.16B	-0.52
"Feb 24, 2014"	"6,865.86"	"6,838.06"	"6,865.86"	"6,797.83"	1.07B	0.41
"Feb 21, 2014"	"6,838.06"	"6,812.99"	"6,859.91"	"6,812.99"	1.02B	0.37
"Feb 20, 2014"	"6,812.99"	"6,796.71"	"6,812.99"	"6,732.03"	742.46M	0.24
"Feb 19, 2014"	"6,796.71"	"6,796.43"	"6,810.48"	"6,759.86"	793.95M	0
"Feb 18, 2014"	"6,796.43"	"6,736.00"	"6,802.89"	"6,716.64"	826.63M	0.9
"Feb 17, 2014"	"6,736.00"	"6,663.62"	"6,745.63"	"6,661.47"	630.25M	1.09
"Feb 14, 2014"	"6,663.62"	"6,659.42"	"6,672.21"	"6,646.47"	912.78M	0.06
"Feb 13, 2014"	"6,659.42"	"6,675.03"	"6,675.24"	"6,608.09"	1.17B	-0.23
"Feb 12, 2014"	"6,675.03"	"6,672.66"	"6,708.17"	"6,669.06"	820.07M	0.04
"Feb 11, 2014"	"6,672.66"	"6,591.55"	"6,672.66"	"6,591.55"	934.91M	1.23
"Feb 10, 2014"	"6,591.55"	"6,571.68"	"6,597.00"	"6,565.30"	593.69M	0.3
"Feb 07, 2014"	"6,571.68"	"6,558.28"	"6,596.28"	"6,540.81"	708.47M	0.2
"Feb 06, 2014"	"6,558.28"	"6,457.89"	"6,566.01"	"6,457.89"	815.15M	1.55
"Feb 05, 2014"	"6,457.89"	"6,449.27"	"6,483.73"	"6,423.79"	810.17M	0.13
"Feb 04, 2014"	"6,449.27"	"6,465.66"	"6,478.16"	"6,416.72"	922.89M	-0.25
"Feb 03, 2014"	"6,465.66"	"6,510.44"	"6,538.30"	"6,459.95"	829.89M	-0.69
"Jan 31, 2014"	"6,510.44"	"6,538.45"	"6,548.46"	"6,421.26"	751.20M	-0.43
"Jan 30, 2014"	"6,538.45"	"6,544.28"	"6,573.92"	"6,503.25"	755.89M	-0.09
"Jan 29, 2014"	"6,544.28"	"6,572.33"	"6,645.23"	"6,482.74"	990.21M	-0.43
"Jan 28, 2014"	"6,572.33"	"6,550.66"	"6,590.66"	"6,550.65"	675.70M	0.33
"Jan 27, 2014"	"6,550.66"	"6,663.74"	"6,665.39"	"6,539.33"	985.29M	-1.7
"Jan 24, 2014"	"6,663.74"	"6,773.28"	"6,784.42"	"6,654.86"	844.75M	-1.62
"Jan 23, 2014"	"6,773.28"	"6,826.33"	"6,837.21"	"6,760.63"	668.66M	-0.78
"Jan 22, 2014"	"6,826.33"	"6,834.26"	"6,864.87"	"6,821.80"	548.74M	-0.12
"Jan 21, 2014"	"6,834.26"	"6,836.73"	"6,867.42"	"6,822.31"	618.28M	-0.04
"Jan 20, 2014"	"6,836.73"	"6,829.30"	"6,837.53"	"6,810.62"	424.81M	0.11
"Jan 17, 2014"	"6,829.30"	"6,815.42"	"6,840.50"	"6,800.00"	999.74M	0.2
"Jan 16, 2014"	"6,815.42"	"6,819.86"	"6,831.74"	"6,811.16"	714.15M	-0.07
"Jan 15, 2014"	"6,819.86"	"6,766.86"	"6,825.20"	"6,766.86"	693.72M	0.78
"Jan 14, 2014"	"6,766.86"	"6,757.15"	"6,772.63"	"6,694.08"	568.35M	0.14
"Jan 13, 2014"	"6,757.15"	"6,739.94"	"6,765.60"	"6,730.97"	598.03M	0.26
"Jan 10, 2014"	"6,739.94"	"6,691.34"	"6,769.94"	"6,691.34"	811.61M	0.73
"Jan 09, 2014"	"6,691.34"	"6,721.78"	"6,746.41"	"6,679.31"	782.90M	-0.45
"Jan 08, 2014"	"6,721.78"	"6,755.45"	"6,755.53"	"6,713.39"	720.03M	-0.5
"Jan 07, 2014"	"6,755.45"	"6,730.73"	"6,768.89"	"6,718.07"	672.38M	0.37
"Jan 06, 2014"	"6,730.73"	"6,730.67"	"6,751.98"	"6,714.64"	524.39M	0
"Jan 03, 2014"	"6,730.67"	"6,717.91"	"6,747.33"	"6,699.27"	374.84M	0.19
"Jan 02, 2014"	"6,717.91"	"6,749.09"	"6,759.37"	"6,707.48"	459.53M	-0.46
"Dec 31, 2013"	"6,749.09"	"6,731.27"	"6,756.98"	"6,731.25"	153.45M	0.26
"Dec 30, 2013"	"6,731.27"	"6,750.87"	"6,768.44"	"6,718.16"	295.36M	-0.29
"Dec 27, 2013"	"6,750.87"	"6,694.17"	"6,754.11"	"6,694.17"	291.26M	0.85
"Dec 24, 2013"	"6,694.17"	"6,678.61"	"6,712.10"	"6,672.22"	101.67M	0.23
"Dec 23, 2013"	"6,678.61"	"6,606.58"	"6,678.61"	"6,606.20"	352.00M	1.09
"Dec 20, 2013"	"6,606.58"	"6,584.70"	"6,616.80"	"6,576.79"	1.10B	0.33
"Dec 19, 2013"	"6,584.70"	"6,492.08"	"6,584.70"	"6,492.08"	648.65M	1.43
"Dec 18, 2013"	"6,492.08"	"6,486.19"	"6,524.46"	"6,486.19"	529.48M	0.09
"Dec 17, 2013"	"6,486.19"	"6,522.20"	"6,522.20"	"6,482.59"	584.05M	-0.55
"Dec 16, 2013"	"6,522.20"	"6,439.96"	"6,531.16"	"6,422.23"	653.80M	1.28
"Dec 13, 2013"	"6,439.96"	"6,445.25"	"6,462.76"	"6,433.51"	694.45M	-0.08
"Dec 12, 2013"	"6,445.25"	"6,507.72"	"6,507.72"	"6,435.99"	663.53M	-0.96
"Dec 11, 2013"	"6,507.72"	"6,523.31"	"6,555.57"	"6,507.72"	524.48M	-0.24
"Dec 10, 2013"	"6,523.31"	"6,559.48"	"6,571.91"	"6,519.00"	553.69M	-0.55
"Dec 09, 2013"	"6,559.48"	"6,551.99"	"6,568.44"	"6,534.74"	506.22M	0.11
"Dec 06, 2013"	"6,551.99"	"6,498.33"	"6,555.73"	"6,496.33"	564.65M	0.83
"Dec 05, 2013"	"6,498.33"	"6,509.97"	"6,518.88"	"6,487.15"	558.16M	-0.18
"Dec 04, 2013"	"6,509.97"	"6,532.43"	"6,544.70"	"6,479.73"	780.32M	-0.34
"Dec 03, 2013"	"6,532.43"	"6,595.33"	"6,595.48"	"6,531.34"	685.38M	-0.95
"Dec 02, 2013"	"6,595.33"	"6,650.57"	"6,657.41"	"6,595.20"	559.06M	-0.83
"Nov 29, 2013"	"6,650.57"	"6,654.47"	"6,681.57"	"6,648.53"	535.92M	-0.06
"Nov 28, 2013"	"6,654.47"	"6,649.47"	"6,679.51"	"6,642.57"	462.67M	0.08
"Nov 27, 2013"	"6,649.47"	"6,636.22"	"6,664.14"	"6,635.71"	580.62M	0.2
"Nov 26, 2013"	"6,636.22"	"6,694.62"	"6,696.95"	"6,636.22"	985.38M	-0.87
"Nov 25, 2013"	"6,694.62"	"6,674.30"	"6,709.08"	"6,674.30"	465.83M	0.3
"Nov 22, 2013"	"6,674.30"	"6,681.33"	"6,711.03"	"6,661.04"	495.70M	-0.11
"Nov 21, 2013"	"6,681.33"	"6,681.08"	"6,697.69"	"6,643.47"	483.79M	0
"Nov 20, 2013"	"6,681.08"	"6,698.01"	"6,711.42"	"6,661.70"	558.05M	-0.25
"Nov 19, 2013"	"6,698.01"	"6,723.46"	"6,723.46"	"6,677.85"	532.01M	-0.38
"Nov 18, 2013"	"6,723.46"	"6,693.44"	"6,732.10"	"6,671.63"	538.92M	0.45
"Nov 15, 2013"	"6,693.44"	"6,666.13"	"6,703.12"	"6,665.45"	587.73M	0.41
"Nov 14, 2013"	"6,666.13"	"6,630.00"	"6,696.16"	"6,630.00"	624.13M	0.54
"Nov 13, 2013"	"6,630.00"	"6,726.79"	"6,726.81"	"6,613.98"	723.06M	-1.44
"Nov 12, 2013"	"6,726.79"	"6,728.37"	"6,728.37"	"6,693.26"	589.42M	-0.02
"Nov 11, 2013"	"6,728.37"	"6,708.42"	"6,744.77"	"6,702.01"	633.86M	0.3
"Nov 08, 2013"	"6,708.42"	"6,697.22"	"6,713.90"	"6,643.86"	598.94M	0.17
"Nov 07, 2013"	"6,697.22"	"6,741.69"	"6,779.18"	"6,679.99"	641.43M	-0.66
"Nov 06, 2013"	"6,741.69"	"6,746.84"	"6,768.16"	"6,735.64"	636.59M	-0.08
"Nov 05, 2013"	"6,746.84"	"6,763.62"	"6,773.86"	"6,708.52"	723.67M	-0.25
"Nov 04, 2013"	"6,763.62"	"6,734.74"	"6,780.11"	"6,734.56"	510.15M	0.43
"Nov 01, 2013"	"6,734.74"	"6,731.43"	"6,760.87"	"6,715.30"	675.46M	0.05
"Oct 31, 2013"	"6,731.43"	"6,777.70"	"6,778.27"	"6,719.51"	742.78M	-0.68
"Oct 30, 2013"	"6,777.70"	"6,774.73"	"6,819.86"	"6,763.66"	656.35M	0.04
"Oct 29, 2013"	"6,774.73"	"6,725.82"	"6,777.16"	"6,718.85"	781.28M	0.73
"Oct 28, 2013"	"6,725.82"	"6,721.34"	"6,739.66"	"6,704.15"	590.27M	0.07
"Oct 25, 2013"	"6,721.34"	"6,713.18"	"6,729.74"	"6,700.37"	569.15M	0.12
"Oct 24, 2013"	"6,713.18"	"6,674.48"	"6,719.25"	"6,674.16"	601.32M	0.58
"Oct 23, 2013"	"6,674.48"	"6,695.66"	"6,695.92"	"6,655.20"	643.94M	-0.32
"Oct 22, 2013"	"6,695.66"	"6,654.20"	"6,719.27"	"6,653.70"	575.01M	0.62
"Oct 21, 2013"	"6,654.20"	"6,622.58"	"6,654.20"	"6,617.81"	494.97M	0.48
"Oct 18, 2013"	"6,622.58"	"6,576.16"	"6,622.70"	"6,576.16"	710.03M	0.71
"Oct 17, 2013"	"6,576.16"	"6,571.59"	"6,576.16"	"6,529.16"	669.59M	0.07
"Oct 16, 2013"	"6,571.59"	"6,549.11"	"6,584.39"	"6,504.27"	663.77M	0.34
"Oct 15, 2013"	"6,549.11"	"6,507.65"	"6,569.28"	"6,507.65"	603.86M	0.64
"Oct 14, 2013"	"6,507.65"	"6,487.19"	"6,507.80"	"6,464.44"	434.97M	0.32
"Oct 11, 2013"	"6,487.19"	"6,430.49"	"6,489.16"	"6,430.47"	545.66M	0.88
"Oct 10, 2013"	"6,430.49"	"6,337.91"	"6,446.22"	"6,337.91"	631.27M	1.46
"Oct 09, 2013"	"6,337.91"	"6,365.83"	"6,372.63"	"6,316.91"	605.27M	-0.44
"Oct 08, 2013"	"6,365.83"	"6,437.28"	"6,437.73"	"6,364.97"	718.01M	-1.11
"Oct 07, 2013"	"6,437.28"	"6,453.88"	"6,453.88"	"6,391.47"	484.16M	-0.26
"Oct 04, 2013"	"6,453.88"	"6,449.04"	"6,473.58"	"6,428.96"	528.85M	0.08
